C0_CD4_FOXP3_nam,C0_CD4_FOXP3_pva,C0_CD4_FOXP3_log,C1_CD4_CCR7_nam,C1_CD4_CCR7_pva,C1_CD4_CCR7_log,C2_CD8_GZMK_nam,C2_CD8_GZMK_pva,C2_CD8_GZMK_log,C3_CD4_RORA_nam,C3_CD4_RORA_pva,C3_CD4_RORA_log,C4_CD8_GZMB_nam,C4_CD8_GZMB_pva,C4_CD8_GZMB_log,C6_CD4_CXCL13_nam,C6_CD4_CXCL13_pva,C6_CD4_CXCL13_log,C7_CD8_HAVCR2_nam,C7_CD8_HAVCR2_pva,C7_CD8_HAVCR2_log,C8_CD4_CXCL13_nam,C8_CD4_CXCL13_pva,C8_CD4_CXCL13_log,C9_CD4_EZH2_nam,C9_CD4_EZH2_pva,C9_CD4_EZH2_log
CCDC125,0.846763769,-0.4899256,PLEKHA3,0.142192398,-0.38257292,CRYZL1,0.178280996,-0.3790452,CCNJ,0.850118085,-23.244064,EVA1B,0.525952992,-2.3605661,CTTN,0.948206549,-0.64682615,ZNF668,0.849882373,-0.56943023,CCNE1,0.951880827,-22.095016,THBS4,0.922947036,0.07027957
KHK,0.846661899,-0.09200683,RPIA,0.142159856,-0.17072928,CNOT4,0.178041957,-0.186726,FAM124B,0.850118085,-23.214743,ARHGAP5,0.525914069,-0.9337584,HIVEP2,0.948189023,-0.37847468,PCK1,0.849846908,-0.5793189,ATL1,0.951880827,-22.258564,MEGF6,0.922947036,0.5175751
PRIM1,0.846279909,-0.053713314,ZDHHC6,0.141964726,-0.3493677,KPNA6,0.178014085,-0.26884687,TMEM92,0.850118085,-22.962063,CXCL8,0.525784338,-1.0553854,GATAD2B,0.948118917,-0.446559,NOP16,0.849811443,-0.2488272,IFNL1,0.951880827,-22.772253,ALOX5,0.922947036,-0.40503
CLRN3,0.846254445,-1.3382802,STIM2,0.141793419,-0.36646596,HAUS3,0.177994178,-0.81967735,SLC6A20,0.850118085,-22.996902,ITGA6,0.525745421,-1.6796416,ZNF346,0.947856025,-0.9210599,ALMS1,0.849385889,-1.0328572,APOBEC3B,0.951880827,-22.114008,NEIL2,0.923001649,-0.782529
RTN4R,0.84618654,-1.2488408,PDE4A,0.141755044,-0.63721216,CHD1,0.177540751,-0.16069224,PXYLP1,0.850070925,-0.9393971,RCL1,0.525602741,-1.286495,CDCA7,0.947820973,-0.21725853,PIGL,0.849084481,-0.7563737,ZFP3,0.951880827,-22.722092,PLCL1,0.923056263,-0.7161519
NCKAP5L,0.845965856,-1.2350414,HYOU1,0.141566239,-1.0848682,RAB6A,0.177524857,-0.21411291,ZBTB3,0.849964818,-1.6055523,SLC4A2,0.525473049,-1.0302442,C19orf53,0.947750869,0.08856952,NEK7,0.849013565,-0.26749006,HOMER3,0.951880827,-22.256062,IFT172,0.92308357,0.026095428
CWC22,0.845948881,-0.14422473,HEBP2,0.141492539,-0.19213413,ZDHHC6,0.177286573,-0.34663016,NCF2,0.849870502,-0.66169006,SRRT,0.525434144,-0.27049446,ZNF778,0.947750869,-0.42149872,SGCB,0.848924921,-0.72356266,FMO4,0.951880827,-22.423117,GLI4,0.923602417,-0.45976162
C15orf48,0.845753672,-0.21161193,COPRS,0.141386463,-1.7526683,KIFC1,0.177147685,-2.624227,FBXO21,0.849870502,-0.1908799,SPIN1,0.525356339,-0.90335625,DDX31,0.947715818,-0.5265491,FBXO45,0.848534912,-0.32952437,ANKRD16,0.951880827,-22.565826,NDRG2,0.923848198,-0.5232355
NT5DC1,0.845448146,-0.2374154,CPEB4,0.141283393,-0.8133504,MKRN1,0.176913741,-0.15799582,AFF3,0.849870502,-1.8822137,CDC20,0.525058143,-2.9883764,TMOD2,0.947715818,-0.4102252,MRPL39,0.848464005,-0.13437857,SSTR3,0.951880827,-22.52429,KCTD7,0.923902817,-0.105619654
PAM16,0.845252962,-0.8534218,CHST2,0.141268673,-3.5163891,LGALS8,0.176818644,-0.3429043,EARS2,0.849823345,-0.68455344,CHEK1,0.524889636,-1.8109908,RECQL5,0.947575612,-0.695858,WWC3,0.848464005,-0.3818445,THSD1,0.951880827,-22.518194,ZNF333,0.92428516,-0.35189903
PAQR8,0.845176588,-0.2160127,HTATSF1,0.140886376,-0.19120404,RNF5,0.176759227,-0.16675591,PDCD7,0.84975261,-0.0937582,WDR43,0.524721156,-0.42655078,FAM234B,0.947558087,-22.169611,ZNF644,0.848304469,-0.13542518,UCN,0.951880827,-22.527695,PGAP1,0.92428516,-0.64351755
IFI30,0.845168102,-0.9278541,PSIP1,0.140651512,-0.1324917,MTMR6,0.176731504,-0.75576854,ECM1,0.849740822,-0.95342535,KDM3A,0.52468228,-1.4170182,ASAH2,0.947558087,-22.071383,SPHK1,0.848198115,-23.762585,RAB23,0.951880827,-22.48283,KIF1B,0.924640208,-0.4005527
CRYZ,0.845134158,-0.1609369,TRABD,0.140610441,-0.11041808,ALDH3A2,0.176486102,-1.1197088,GNG7,0.849587568,-2.73282,C1orf216,0.524630447,-1.7565315,SLC22A17,0.947558087,-22.420918,ZNF737,0.848198115,-23.84008,MEIG1,0.951880827,-22.380234,SMIM10,0.925022585,1.0660889
CSNK2A2,0.844913533,-0.14902574,MEX3C,0.140036426,-0.7576284,MED16,0.176458412,-0.7617665,INSL3,0.849540414,-2.451617,ATF3,0.52461749,-0.38466993,GNAL,0.947558087,-22.027308,C16orf86,0.848198115,-23.739603,COL9A3,0.951880827,-22.545387,ZNF420,0.925241094,-1.0490351
HSD17B1,0.84484565,-1.0441726,ABHD17B,0.139823095,-1.0892073,DNAJC17,0.176126375,-0.64897776,PLTP,0.849493261,-1.2501869,DPP3,0.524526791,-0.43490097,NGEF,0.947558087,-22.238476,DDR1,0.848198115,-23.751215,LRRK1,0.951880827,-22.47008,OSBP2,0.925295722,0.832782
POM121C,0.844786254,-0.13361496,CEACAM5,0.139820175,-1.5182574,PRPF19,0.176110576,-0.28177756,ZNF136,0.849363592,-0.0838637,PROSER1,0.524189978,-0.98310417,LNP1,0.947558087,-22.114403,MYLK,0.848198115,-23.763937,MPZ,0.951880827,-22.654465,DNMBP,0.92535035,0.8648257
ACAP2,0.844709889,-0.068791896,USP15,0.139653778,-0.11835963,GUSB,0.175842144,-0.26351035,PTGR2,0.849281078,-0.8610008,IZUMO4,0.523995714,-1.43727,C4BPB,0.947558087,-22.121613,DNAH1,0.848198115,-23.942766,ELOVL4,0.951880827,-22.605658,ZBTB34,0.925404979,0.6201122
ENTPD5,0.844463833,-0.55282986,BMS1,0.139621684,-0.50714225,SH3BGRL,0.175700157,-0.17018639,TAMM41,0.84917499,-0.43299654,RRM1,0.523762645,-0.42321634,CLCN2,0.947558087,-22.373945,CERCAM,0.848198115,-23.790873,ABLIM2,0.951880827,-22.616598,FADS3,0.925404979,0.12813744
SCPEP1,0.844421412,-0.16029291,NSFL1C,0.139612933,-0.27138314,RSPRY1,0.175499154,-0.691042,XRCC3,0.849139628,-0.95548975,ABHD5,0.523749698,-0.51351607,MYOM3,0.947558087,-21.963861,DPY19L3,0.848198115,-23.693443,TNFSF11,0.951880827,-22.613943,ZNF486,0.925404979,0.8682174
MUTYH,0.84350521,-0.1849144,NDUFB11,0.139382617,-0.16646989,PCBP1,0.175038679,-0.17922339,LEMD2,0.84890389,-0.24332222,TXNDC15,0.52312845,-0.20101978,PRRT1,0.947558087,-22.179285,VLDLR,0.848198115,-23.756159,KREMEN1,0.951880827,-22.636337,MPV17L,0.925459608,0.5704091
SMTN,0.843327084,-0.4462128,ACTL6A,0.139245733,-0.28518608,RANGAP1,0.174814672,-0.4038849,PINK1,0.84857388,-0.6173187,ISG15,0.522792099,-0.16502231,HYKK,0.947558087,-22.29216,KIF20A,0.848198115,-23.11016,DNMT3B,0.951880827,-22.354813,TMEM117,0.925514237,0.67784417
THOC1,0.843199857,-0.18418531,SRFBP1,0.1392108,-0.5116318,BZW2,0.174806816,-0.45360243,TMEM150A,0.848479596,-1.1217306,MICAL1,0.52276623,-0.41552728,C8orf88,0.947558087,-22.391375,ANKRD34A,0.848198115,-23.826878,LRRC37A3,0.951880827,-22.657146,TFR2,0.925514237,0.5749892
SMIM14,0.843030226,-0.37197194,CLN6,0.139167144,-0.9378313,NINJ2,0.174630126,-0.3592054,STK11IP,0.84842067,-0.31894484,TMCO4,0.522727428,-2.2119758,ZNF462,0.947558087,-22.0469,ERCC6,0.848198115,-23.728947,PLXDC2,0.951880827,-22.428253,OSBPL1A,0.925568867,-0.25776425
RECQL4,0.842809717,-0.27155563,RRM1,0.138980996,-0.39633876,NF2,0.174140018,-1.4983026,ZNF546,0.848385314,-1.1682024,SUSD6,0.52250758,-0.40815797,F13A1,0.947558087,-22.220982,BEND7,0.848198115,-23.75841,TANC1,0.951880827,-22.462065,TNXB,0.925568867,-0.14355221
ANKRD49,0.842716429,-0.11445035,POLR2B,0.138919957,-0.17884877,LSM7,0.174010801,-0.18304491,SSH3,0.848361744,-0.6441411,NUDT15,0.522494649,-1.2215734,TTC30B,0.947558087,-22.256893,TRANK1,0.847914519,-0.49834394,TCF21,0.951880827,-22.492567,MATN2,0.925568867,0.7450363
MAP3K9,0.842640103,-0.69761294,PPIL3,0.138736967,-0.3218677,FGL2,0.173826889,-1.4316381,SERINC1,0.847961074,-0.08907492,KPNA2,0.522455858,-0.40443477,BCL2L2,0.947558087,-22.21634,ZNF562,0.847861346,-0.33400276,KRT1,0.951880827,-22.754429,HLA-DQA2,0.925623497,-1.3384978
WWOX,0.842546819,-0.50528276,RRP36,0.138681816,-0.8953178,RABGGTB,0.173600133,-0.20967105,METRN,0.84778432,-0.9862017,PEX13,0.522429998,-0.86927396,MOGAT3,0.947558087,-22.104977,RASGEF1A,0.847471438,-1.3741376,KLHL34,0.951880827,-22.465643,CHRNA5,0.925623497,-0.53507096
DUOX1,0.842275458,-0.49182868,NDUFB2,0.138171745,-0.1962211,CCNA2,0.173564967,-1.5485411,ZNF671,0.847584008,-0.79738265,ATP6V1A,0.522313636,-0.5489482,TSHR,0.947558087,-22.033918,AEBP1,0.847418272,-0.6203621,IL21,0.951880827,-22.540133,TNFRSF10D,0.925678128,-0.9821112
SMAD2,0.842105867,-0.07609295,SLC52A2,0.138131233,-0.3325342,NUS1,0.173557153,-0.6704973,GEMIN6,0.847572225,-0.33437076,FAM3A,0.521693263,-0.5296065,ACVR1C,0.947558087,-22.309694,MICALL1,0.847365106,-1.3715109,ATP8A2,0.951880827,-22.632597,ENKD1,0.925678128,-0.9466175
APOL3,0.841978679,-0.074050516,RFC3,0.138053129,-1.8639501,SMIM4,0.173471216,-0.43962085,MAP9,0.84723054,-0.4770647,HRAS,0.521525311,-1.768073,PRR22,0.947558087,-22.193909,EML4,0.847311941,-0.053447694,GATM,0.951880827,-22.45614,SMPDL3A,0.925678128,-0.4798841
TSC22D2,0.841851495,-0.20187874,CEP57,0.137925922,-0.14366885,TMX4,0.173030314,-0.18787459,SARDH,0.847124506,-0.20724383,AURKA,0.521215318,-1.3624473,RGMA,0.947558087,-22.200298,PSMG3,0.847311941,-0.09377022,ZKSCAN7,0.951880827,-22.711094,TM4SF4,0.925678128,-0.45177123
PYGM,0.84181758,-22.81535,TAF10,0.137833464,-0.42887545,RACGAP1,0.172975747,-1.8038648,TMEM62,0.847124506,-0.48362276,ZNF76,0.521176576,-1.5790651,MCOLN3,0.947558087,-22.400818,MAST2,0.847223334,-1.3752874,C8orf37,0.951880827,-22.52926,GJB2,0.925678128,-0.28258714
TMEM178A,0.84181758,-22.899752,UBE2D3,0.137790141,-0.24427377,SNRNP35,0.172201511,-0.3546324,PEX6,0.847030255,-0.5031576,MCMBP,0.521150748,-0.4486063,RAB3B,0.947558087,-22.473372,UBR1,0.847187892,-0.30594605,ZFP69,0.951880827,-22.571281,POLG2,0.926115185,-0.9457977
CACNA1I,0.84181758,-22.9707,CCDC47,0.137201988,-0.49076107,ARRDC2,0.172015149,-1.0187318,ZCWPW1,0.846759298,-0.9733201,NAGPA,0.520918331,-1.1847937,ATP6V1C2,0.947558087,-22.27128,FAM193A,0.847081568,-0.37555784,CD19,0.951880827,-22.58178,SH2D3A,0.926442992,-1.1118572
LRSAM1,0.841766708,-0.589312,CRELD2,0.137184719,-0.16873224,TOB1,0.171708758,-0.2128121,ORC4,0.846712177,-0.265309,SEC61B,0.52090542,-0.14691915,MMP19,0.947558087,-22.102694,FAM98B,0.846727172,-0.32777798,NANOS3,0.951880827,-22.519045,RNF43,0.926497628,-0.45019847
GPD1L,0.841707358,-0.33040377,SGTA,0.137058129,-0.6255087,SYS1,0.171584766,-0.25330752,PEX11B,0.846676836,-0.16530052,API5,0.52089251,-0.35047305,FAM20C,0.947558087,-22.079393,FGFRL1,0.846691734,-1.7492944,CLCA4,0.951880827,-22.59585,MYH11,0.926497628,-0.51651
MSH6,0.84163953,-0.23277935,DGKE,0.136836814,-0.80544275,CMSS1,0.171476328,-0.45689812,EXOSC4,0.846665056,-0.21305631,NANS,0.52085378,-0.2490384,SLC30A3,0.947558087,-22.032581,CASZ1,0.846585423,-1.8727924,SOCS6,0.951880827,-22.508253,JUP,0.926880088,-0.40932912
SGK3,0.841283456,-0.39745936,RRP1B,0.13668464,-0.38329446,MRPS22,0.171464713,-0.6852686,SUMF1,0.846511917,-0.5004101,EXOC5,0.520789233,-0.62521356,AATK,0.947558087,-22.035234,VEZF1,0.84651455,-0.26081747,ANKEF1,0.951880827,-22.580133,P2RY1,0.927863634,1.0181707
CENPB,0.841113908,-0.34510732,TBPL1,0.13668177,-0.2872217,RABL6,0.171317637,-0.65599865,STAT5A,0.846123208,-0.08698102,SLC52A2,0.520685967,-0.35598505,KIT,0.947558087,-22.340834,CEP250,0.846443678,-0.4735652,FXYD6,0.951880827,-22.759323,DZANK1,0.927863634,0.96719885
ZNF707,0.841012183,-0.4843754,AP2A1,0.136621512,-0.47731277,IFNAR1,0.171232531,-0.52587944,TMCO6,0.846064315,-0.40668908,C2orf69,0.520582711,-0.39209712,TXLNB,0.947558087,-22.366898,BAG3,0.846337373,-0.25954992,DAB2IP,0.951880827,-22.533705,ZSCAN12,0.928082214,0.9373912
